StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,Q1.1_First Click,Q1.1_Last Click,Q1.1_Page Submit,Q1.1_Click Count,Q2.1,Q2.1_3_TEXT,Q2.2,Q2.3,Q2.3_7_TEXT,Q2.4,Q2.5,Q2.6,Q2.7_1,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,Q4.1_First Click,Q4.1_Last Click,Q4.1_Page Submit,Q4.1_Click Count,Q4.3_First Click,Q4.3_Last Click,Q4.3_Page Submit,Q4.3_Click Count,Q5.1_First Click,Q5.1_Last Click,Q5.1_Page Submit,Q5.1_Click Count,Q6.1_First Click,Q6.1_Last Click,Q6.1_Page Submit,Q6.1_Click Count,Q6.3_First Click,Q6.3_Last Click,Q6.3_Page Submit,Q6.3_Click Count,Q6.4_1,Q6.5_1,Q6.6_First Click,Q6.6_Last Click,Q6.6_Page Submit,Q6.6_Click Count,Q6.8_First Click,Q6.8_Last Click,Q6.8_Page Submit,Q6.8_Click Count,Q6.9_1,Q6.10_1,Q6.11_First Click,Q6.11_Last Click,Q6.11_Page Submit,Q6.11_Click Count,Q6.13_First Click,Q6.13_Last Click,Q6.13_Page Submit,Q6.13_Click Count,Q6.14_1,Q6.15_1,Q6.16_First Click,Q6.16_Last Click,Q6.16_Page Submit,Q6.16_Click Count,Q6.18_First Click,Q6.18_Last Click,Q6.18_Page Submit,Q6.18_Click Count,Q6.19_1,Q6.20_1,Q6.21_First Click,Q6.21_Last Click,Q6.21_Page Submit,Q6.21_Click Count,Q6.23_First Click,Q6.23_Last Click,Q6.23_Page Submit,Q6.23_Click Count,Q6.24_1,Q6.25_1,Q7.1_First Click,Q7.1_Last Click,Q7.1_Page Submit,Q7.1_Click Count,Q8.1_First Click,Q8.1_Last Click,Q8.1_Page Submit,Q8.1_Click Count,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.4_1,Q8.5_1,Q8.6_First Click,Q8.6_Last Click,Q8.6_Page Submit,Q8.6_Click Count,Q8.8_First Click,Q8.8_Last Click,Q8.8_Page Submit,Q8.8_Click Count,Q8.9_1,Q8.10_1,Q8.11_First Click,Q8.11_Last Click,Q8.11_Page Submit,Q8.11_Click Count,Q8.13_First Click,Q8.13_Last Click,Q8.13_Page Submit,Q8.13_Click Count,Q8.14_1,Q8.15_1,Q8.16_First Click,Q8.16_Last Click,Q8.16_Page Submit,Q8.16_Click Count,Q8.18_First Click,Q8.18_Last Click,Q8.18_Page Submit,Q8.18_Click Count,Q8.19_1,Q8.20_1,Q8.21_First Click,Q8.21_Last Click,Q8.21_Page Submit,Q8.21_Click Count,Q8.23_First Click,Q8.23_Last Click,Q8.23_Page Submit,Q8.23_Click Count,Q8.24_1,Q8.25_1,Q9.1,Q9.2_1,Q9.3_1,Q9.4_1,Q9.5_1,Q9.6,Q11.1,q1_score,q2_score,q3_score,q4_score,q5_score,final_score,earnings,correct_res,true_earnings,correct,q1_txt,q2_txt,q3_txt,q4_txt,q5_txt,surveycode,MID,p1_txt,p2_txt,Random
2021-07-26 07:35:18,2021-07-26 07:45:24,IP Address,49.37.211.26,100,605,True,2021-07-26 07:45:24,R_2b0FZSZ1KqnaG8m,,,,,12.89959716796875,80.22088623046875,anonymous,EN,1,projects/513998946275/assessments/c92315d788000000,0,0,7.888,0,Male,,35-44,Asian,,Master's or higher degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",2.158,2.158,6.523,1,1.06,22.559,22.631,2,0.584,171.006,170.952,11,0,0,1.528,0,0.782,44.835,120.009,3,1.339,2.998,3.768,2,2,5,1.06,1.357,120.108,2,1.539,4.45,5.52,3,3,2,0.944,16.831,16.89,2,1.606,3.766,4.476,3,3,2,0.662,29.985,30.039,2,1.532,3.156,4.39,2,3,2,0.694,10.776,10.834,2,2.199,7.501,8.373,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"4
 ","4
 ","5
Very focused","3
Neutral",Knowing that my earnings depend on how many correct responses I submit,good,0,0,10,10,10,30,0.70,3,1.10,3,q,q,q~7*2+4/1,q~7*2+7-3,q~2+8+3+5,6722,A2GTY8GLAYN9BU,p~(9*2*10/10),p~(3*6*7*/8)~(3*6*7*/8)~3*8*6/7~(7+8+6-3),2
2021-07-26 07:36:42,2021-07-26 07:45:48,IP Address,117.213.35.153,100,546,True,2021-07-26 07:45:49,R_2TSGOJefc6y89Xc,,,,,8.183197021484375,77.427703857421875,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/24a4042d48000000,0,0,13.604,0,Male,,25-34,Asian,,Bachelor's degree,"More than $100,000",Joy of solving math puzzles,"5
Very enjoyable",2.13,2.13,3.348,1,6.658,26.459,26.484,2,14.138,85.962,85.982,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.35,0,1.18,21.596,21.616,2,1.457,3.468,4.435,5,4,5,40.137,59.209,59.229,4,1.026,3.542,4.041,5,4,5,2.596,79.692,79.712,7,0.729,3.474,4.4,4,4,5,0.853,118.254,118.269,4,1.313,36.628,37.184,7,5,4,1.656,5.881,5.898,2,0.886,2.646,3.54,3,4,5,No,"5
Very enjoyable","4
 ","3
Neutral","5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,very interesting,10,0,0,0,10,20,0.90,0,0,0,q~(10+8)/(7-6),q~(13*6)/(11-6),q~(7*4)/(1+2),q~(7*2)/(7-3),q~2+8+3+5,6486,A1AWR7C38PW42P,p~(9*2)/(10/10),p~(6*2)/(8-7)~(6*2)/(8-7)~(6*2)/(8-7)~3*6*(8-7),1
2021-07-26 07:35:44,2021-07-26 07:45:57,IP Address,117.213.35.153,100,612,True,2021-07-26 07:45:57,R_2CU2dCa6EzyinyN,,,,,8.183197021484375,77.427703857421875,anonymous,EN,1,projects/513998946275/assessments/cd70382d48000000,0,0,3.577,0,Male,,25-34,Asian,,Bachelor's degree,"More than $100,000",Joy of solving math puzzles,"5
Very enjoyable",1.796,1.796,14.421,1,1.353,18.593,18.615,2,0.947,33.219,33.236,4,0,0,2.366,0,1.158,18.782,18.798,2,1.063,4.855,5.509,6,4,5,101.752,101.752,120.008,1,1.442,4.957,5.821,4,4,5,1.198,1.198,120.108,1,1.332,2.299,3.249,2,4,5,48.239,48.239,120.18,1,1.591,4.698,5.422,3,4,5,12.552,17.312,17.328,2,1.249,7.966,9.298,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","5
Very Difficult",4,"3
Neutral",Knowing that my earnings depend on how many correct responses I submit,nice,10,0,0,0,10,20,0.30,2,0.90,2,q~(10+8)/(7-6),q,q,q,q~2+8+3+5,6989,A2BR2FSQ3O82TL,p~(9*2)/(10/10),p~(6*2)/(8-7)~3*6/(8-7),2
2021-07-26 07:37:00,2021-07-26 07:46:05,IP Address,23.127.181.161,100,544,True,2021-07-26 07:46:05,R_2X05HdlGzErV96R,,,,,34.8307952880859375,-82.35070037841796875,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/7593244870000000,0,0,12.537,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",32.211,64.21,72.22,7,1.978,40.874,40.9,4,1.707,60.563,60.587,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8.831,0,2.1,40.87,40.894,3,1.801,3.779,4.913,2,3,3,1.52,29.048,29.063,5,1.951,3.851,4.784,2,5,5,1.321,102.497,102.517,15,1.57,2.65,3.653,2,5,5,0.976,11.937,11.95,4,1.322,2.867,3.462,2,5,5,1.083,19.661,19.686,4,1.83,4.626,5.403,2,5,5,No,"5
Very enjoyable","4
 ","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,I like this survey,0,0,0,0,0,0,0.50,0,0,0,q~6*10*(7/8),q~11*13 * (5/6),q~15,q~6,q~20,4457,A316ZMDEIAG01T,p~31~10/10*9*2,p~24~3*6*(8-7),1
2021-07-26 07:36:27,2021-07-26 07:46:14,IP Address,208.203.212.29,100,586,True,2021-07-26 07:46:15,R_2w4dyA24VuNf9uL,,,,,31.1992950439453125,-97.93039703369140625,anonymous,EN,1,projects/513998946275/assessments/a3120761c8000000,0,0,5.049,0,Female,,35-44,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",5.325,5.325,14.236,1,0.997,13.65,13.68,6,1.545,363.357,363.397,70,0,0,5.531,0,2.818,11.011,11.057,2,2.085,5.959,7.307,3,4,4,2.491,13.481,13.522,3,1.502,4.893,5.555,3,4,4,8.892,10.728,10.744,2,1.553,3.268,4.252,2,4,4,3.912,5.983,6.019,2,1.794,3.151,4.352,2,4,4,4.522,6.439,6.477,2,1.594,3.949,4.641,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"4
 ","2
 ",4,"3
Neutral",Emotional high from answering puzzles correctly,good,0,0,0,0,0,0,-0.50,0,0.50,0,q~32,q~35,q~14,q~19,q~18,2812,A30FDMYF959E69,p~31~10/10*9*2,p~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*~8*7*6*3*0~6~8*7*6*3*~8*7*6*3*~8*7*6*3*~24~3*6*(8-7),2
2021-07-26 07:34:35,2021-07-26 07:47:28,IP Address,122.163.170.234,100,773,True,2021-07-26 07:47:29,R_12nb9jzixxJBYlP,,,,,26.8755950927734375,80.9114990234375,anonymous,EN,1,projects/513998946275/assessments/10f6582d48000000,16.334,33.341,33.785,7,Male,,25-34,Asian,,Bachelor's degree,"Less than $25,000",Monetary incentive,"4
 ",0.616,108.162,108.917,25,45.8,61.401,61.557,2,23.001,45.001,45.222,3,2.223,4.903,34.241,4,7.101,36.201,36.393,4,1.496,10.532,11.401,8,3,5,0,0,120.114,0,1.601,4.345,5.119,3,4,2,13.401,48.101,48.344,3,8.67,12.547,13.143,5,4,3,0,0,120.113,0,1.002,4.27,4.901,5,4,2,1.243,31.56,31.742,4,8.068,11.193,11.706,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","4
 ","5
Very focused","5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,,10,0,10,0,10,30,0.70,3,1.10,3,q~(8+10)/(7-6),q,q~(2*7)+(4*1),q,q~(2*8)+5-3,9456,AVFSBC7XP3B2D,p~(2*9)+10-10,p~6+7+8-3,2
2021-07-26 07:42:50,2021-07-26 07:48:10,IP Address,76.251.71.60,100,320,True,2021-07-26 07:48:11,R_3Rqke0DLMDgYhAs,,,,,33.734405517578125,-84.098602294921875,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/9f00144870000000,0,0,38.683,0,Male,,25-34,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"5
Very enjoyable",5.99,5.99,21.407,1,0.912,21.777,21.828,4,10.26,16.34,16.385,3,0,0,1.713,0,1.284,12.612,12.659,3,1.497,3.565,4.372,4,4,5,1.611,10.5,10.543,3,2.001,5.483,6.658,5,2,2,10.668,13.653,13.686,2,1.411,5.302,6.53,4,2,3,17.641,25.394,25.436,2,1.792,2.85,3.903,2,3,3,1.56,9.489,9.527,4,1.459,3.183,4.031,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"5
Very enjoyable","4
 ","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,very intersting,0,0,0,0,0,0,-0.50,0,0.50,0,q~31,q~35,q~28,q~19,q~18,9260,A356PXEHXX08GB,p~31~10/10*9*2,p~24~3*6*(8-7),2
2021-07-26 07:43:52,2021-07-26 07:48:30,IP Address,63.75.244.191,100,277,True,2021-07-26 07:48:30,R_3nk33E6P44rROym,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/bf76144870000000,3.549,3.549,4.015,1,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",14.439,34.179,36.838,5,9.169,22.878,22.895,4,1.504,24.449,24.461,3,0,0,3.036,0,1.271,9.701,9.716,2,1.735,5.782,6.692,4,4,3,2.992,11.727,11.741,3,3.099,6.634,8.222,3,3,4,5.133,13.426,13.44,2,2.465,6.208,7.031,4,3,3,2.123,19.203,19.216,4,3.012,5.434,6.619,2,3,3,1.51,13.41,13.424,2,0.839,5.061,6.526,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","4
 ",4,"5
A lot of pressure",Emotional high from answering puzzles correctly,very interesting,0,0,0,0,0,0,-0.50,0,0.50,0,q~10/8*6*7,q~13/6*11/5,q~1/4*2/7,q~7/2*7/3,q~8/5*2/3,8018,A287YUMQ82TQ7E,p~31~10/10*9*2,p~6/8*3/7~3*6*(8-7),2
2021-07-26 07:38:23,2021-07-26 07:48:41,IP Address,68.234.42.250,100,618,True,2021-07-26 07:48:41,R_2UaUTpzRsndenSl,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/a422c44870000000,55,55,62.99,1,Male,,25-34,White/ Caucasian,,Master's or higher degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",21.134,34.397,49.056,5,4.596,22.321,22.362,3,2.372,50.912,50.938,4,5.695,5.695,9.609,1,14.903,92.817,92.84,17,4.017,12.781,14.19,5,3,4,6.857,44.813,44.845,2,4.417,8.325,9.881,3,3,4,2.588,45.868,45.897,2,2.389,8.532,10.102,4,4,4,4.797,28.543,28.58,4,1.897,5.759,6.985,3,4,3,3.454,30.936,30.966,4,1.813,10.69,11.924,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"3
Neutral","4
 ","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,"good ",0,0,0,0,0,0,-0.50,0,0.50,0,q~10+8(6-7)~10+8(6-7)~10+8(6-7)~10+8(6-7)~10+8(6-7)~10+8(6-7)~10+8(6-7)~10+8(6-7)~10+8(6-7)~10+8(6-7)~10+8*(6-7),q~13-11*5+6,q~4*2+1*7,q~7*3,q~2*3+5-3,4931,AAQO7WXP7G2EP,p~2/9~10/10*9*2,p~13~3*6*(8-7),2
2021-07-26 07:42:11,2021-07-26 07:48:42,IP Address,161.77.80.79,100,390,True,2021-07-26 07:48:42,R_3Pufm1pkO5w6ego,,,,,42.098602294921875,-72.59310150146484375,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/66d7a44870000000,0,0,6.687,0,Male,,25-34,White/ Caucasian,,Bachelor's degree,"Less than $25,000",Joy of solving math puzzles,"3
Neutral",6.01,6.01,12.687,1,2.299,20.813,20.832,2,2.515,22.592,22.605,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7.174,0,1.666,21.531,21.544,2,3.091,6.226,6.968,2,3,4,1.749,32.827,32.843,2,2.09,5.766,6.439,3,4,3,1.329,40.176,40.189,6,2.1,4.1,5.064,2,4,4,1.578,75.469,75.483,6,2.146,4.786,5.433,2,5,3,1.608,18.418,18.431,4,2.357,4.362,5.08,2,3,3,No,"4
 ","4
 ","5
Very focused","4
 ",Emotional high from answering puzzles correctly,make a focusing and trying to solve in many ways by thinking,10,0,10,0,10,30,1.10,0,0,0,q~(10+8)*(7-6),q~(13-5)+(11-6),q~(7*2+4)*1,q~(7*1)+(7-3)*2,q~(2+8+3+5),5965,A3IZRL6N566OX8,p~(10-10)+(9*2),p~(6*3)*(8-7),1
2021-07-26 07:40:30,2021-07-26 07:48:43,IP Address,182.65.17.213,100,492,True,2021-07-26 07:48:44,R_3hsSBRfFmAF3gSg,,,,,12.89959716796875,80.22088623046875,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/9e54582d48000000,0,0,3.399,0,Male,,25-34,Asian,,Bachelor's degree,"Less than $25,000",Joy of solving math puzzles,"5
Very enjoyable",62.9,62.9,65.364,1,24.535,46.869,46.8,3,6.514,26.311,26.345,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.349,0,12.547,19.352,19.384,2,46.214,48.6,49.682,2,4,4,1.668,40.512,40.549,2,1.365,4.926,6.341,4,4,4,1.184,21.532,21.564,2,1.39,3.041,3.811,2,4,4,1.043,67.815,67.847,2,1.354,3.512,4.232,3,4,4,1.481,57.545,57.589,4,0.844,3.278,4.36,3,4,4,No,"4
 ","1
Not difficult at all","5
Very focused","1
No pressure",Knowing that my earnings depend on how many correct responses I submit,GOOD,0,0,0,0,0,0,0.50,0,0,0,q~10+8/7-6,q~13+11*5/6,q~1+2+4/7,q~7*3+7-2,q~3*8/5-2,7871,A3HKZTDVORNEZ,p~2*10/10-9~10/10*9*2,p~3*6/8-7~3*6*(8-7),1
2021-07-26 07:43:37,2021-07-26 07:48:48,IP Address,63.75.241.198,100,310,True,2021-07-26 07:48:48,R_22raKff2ccWtmrO,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/af08e44870000000,0,0,4.126,0,Female,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Monetary incentive,"3
Neutral",50.341,166.671,170.331,20,1.841,9.273,9.29,3,0.273,6.601,6.615,6,0,0,2.538,0,1.513,4.373,4.389,2,2.059,4.477,5.452,2,3,3,7.357,9.51,9.524,2,2.98,5.339,6.379,2,2,3,1.466,3.726,3.742,2,1.668,3.452,4.209,2,2,3,1.262,3.534,3.553,2,1.63,3.358,4.095,2,2,3,1.041,3.194,3.209,2,1.371,3.036,4.156,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"3
Neutral","4
 ",4,"3
Neutral",Emotional high from answering puzzles correctly,nice,0,0,0,0,0,0,-0.50,0,0.50,0,q~7,q~5,q~4,q~7,q~8,7618,A2EL1B9HO1RNKE,p~9~10/10*9*2,p~8~3*6*(8-7),2
2021-07-26 07:37:38,2021-07-26 07:50:02,IP Address,74.221.155.7,100,744,True,2021-07-26 07:50:03,R_2wRhky1NZ4i7YWE,,,,,32.77239990234375,-94.7024993896484375,anonymous,EN,0.60000002384185791015625,projects/513998946275/assessments/de27444870000000,0,0,40.928,0,Male,,25-34,White/ Caucasian,,Bachelor's degree,"Less than $25,000",Joy of solving math puzzles,"5
Very enjoyable",73.471,86.788,88.114,5,1.527,32.733,32.759,3,0.958,34.361,34.39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14.388,0,6.295,59.682,59.707,2,7.591,16.444,17.73,5,2,4,1.185,47.14,47.169,2,2.756,6.137,7.988,4,3,4,0.973,13.663,13.692,2,3.16,6.255,7.194,3,3,4,0.971,30.459,30.471,9,2.501,6.488,7.368,5,3,4,0.759,98.853,98.877,15,2.047,3.479,4.524,3,3,4,Yes,"4
 ","4
 ",4,"3
Neutral",Frustration from answering puzzles incorrectly,"nothing, it's good.",0,0,0,0,0,0,0.50,0,0,0,q~6*10/7*8,q~11*6/13*5,q~1+2+4/7,q~7+3+7*2,q~8*5*/(5+2)~8*5*/(5+2)~8*5*/(5+2)~8*5*/(5+2)~8*5*/(5+2)~8*5*/(5+2)~8*5*/(5+2)~8*5*3*2,2415,AK9U0LQROU5LW,p~2*10/9~10/10*9*2,p~6+7+8*3~3*6*(8-7),1
2021-07-26 07:43:37,2021-07-26 07:50:12,IP Address,196.17.65.162,100,395,True,2021-07-26 07:50:13,R_8if2UkGIP5j4fx7,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,0.60000002384185791015625,projects/513998946275/assessments/f99e35d788000000,0,0,13.568,0,Female,,25-34,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",3.23,3.23,28.996,1,2.395,53.222,53.296,3,2.927,32.456,32.526,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6.032,0,3.404,22.132,22.189,3,2.621,5.102,5.867,2,4,4,1.935,31.232,31.295,4,1.946,3.955,4.867,2,4,4,25.561,58.835,58.922,2,1.985,4.039,4.764,2,4,4,3.132,24.419,24.463,4,2.023,4.363,5.063,2,4,4,2.495,10.302,10.465,4,1.437,3.384,4.561,2,4,4,No,"4
 ","4
 ",4,"4
 ",Knowing that my earnings depend on how many correct responses I submit,greaT WORK.,0,0,0,0,0,0,0.50,0,0,0,q~(6*10)*(8-7),q~(6-5)*(11*13),q~(7+4)*(2-1),q~(3-2)*(7/7),q~64565464,9048,A1SWY01GCTY7TP,p~(2*10)+(9*10)~10/10*9*2,p~(6*3)*(8-7),1
2021-07-26 07:37:09,2021-07-26 07:50:30,IP Address,208.221.44.233,100,801,True,2021-07-26 07:50:30,R_OsfuGiyPDBQ9Mpb,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/06c20761c8000000,14.032,14.032,24.884,1,Male,,35-44,White/ Caucasian,,Bachelor's degree,"Less than $25,000",Joy of solving math puzzles,"5
Very enjoyable",62.681,62.681,68.952,1,23.768,61.795,61.839,3,2.705,48.92,48.953,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.073,8.073,9.844,1,3.453,25.575,25.605,2,7.629,11.175,13.024,3,2,5,5.129,5.129,120.113,1,7.175,10.898,12.104,2,2,4,3.37,35.36,35.377,2,2.755,10.483,11.458,4,1,5,2.499,116.577,120.18,6,6.455,15.177,16.108,4,2,5,4.284,24.893,24.93,4,2.215,7.046,8.587,4,1,5,No,"5
Very enjoyable","2
 ","5
Very focused","2
 ",Emotional high from answering puzzles correctly,It was very interesting. Thank you.,10,0,10,0,10,30,1.10,0,0,0,q~10+8*(7-6),q,q~2*7+4*1,q,q~2+8+3+5,1534,A37EUJ2M9I0VLE,p~2*9+(10/10)~10/10*9*2,p~3*6+(7/7)~3*6*(8-7),1
2021-07-26 07:44:22,2021-07-26 07:50:47,IP Address,76.189.169.97,100,385,True,2021-07-26 07:50:48,R_7TK6M6DNHksqWEF,,,,,41.0980072021484375,-81.6421966552734375,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/69e2144870000000,0,0,38.826,0,Male,,55-64,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"3
Neutral",32.731,32.731,34.53,1,1.639,25.644,25.676,3,1.634,48.051,48.075,7,0,0,2.817,0,1.175,16.745,16.77,2,2.48,5.154,6.672,2,3,3,2.739,20.733,20.747,4,1.688,4.024,4.91,2,3,3,0.95,16.441,16.466,2,1.769,4.285,5.228,2,3,3,1.025,22.431,22.451,4,1.4,3.545,4.308,2,3,3,2.992,38.973,38.998,2,1.56,3.546,4.319,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"3
Neutral","3
Neutral","3
Neutral","3
Neutral",Emotional high from answering puzzles correctly,Nothing,0,0,0,0,0,0,-0.50,0,0.50,0,q~6*7/(10+8),q~11*13*6+5,q~1*4/(2+7),q~7*2/(7+3),q~2*8/(3+5),5880,A3FIY62OLI4ZVA,p~2*10/(9+10)~10/10*9*2,p~3*7/(6-8)~3*7*(8-6)~3*6*(8-7),2
2021-07-26 07:43:07,2021-07-26 07:51:04,IP Address,117.217.212.77,100,477,True,2021-07-26 07:51:05,R_rlRRmzvxm7ALqSd,,,,,8.183197021484375,77.427703857421875,anonymous,EN,1,projects/513998946275/assessments/7532982d48000000,2.43,2.43,5.444,1,Male,,25-34,Asian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",2.538,19.339,21.564,5,1.078,17.415,17.442,3,0.785,31.202,31.329,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.411,0,1.162,14.745,14.766,2,0.907,3.544,4.9,3,4,5,1.612,1.612,120.008,1,1.833,5.04,5.737,4,4,5,1.173,19.413,19.432,6,1.477,3.025,3.696,2,4,5,1.725,30.758,30.77,9,2.036,4.816,5.637,4,4,5,0.943,7.695,7.713,3,1.703,3.637,4.645,3,5,4,No,"4
 ","3
Neutral","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,Nice,10,0,10,10,10,40,1.30,0,0,0,q~10+8/(7-6),q,q~(7*2)+4/1,q~(7*2)+(7-3),q~2+8+3+5,7331,A2LGYV57X9WMCD,p~10/10*(9*2),p~8-7*(3*6)~3*6*(8-7),1
2021-07-26 07:43:05,2021-07-26 07:51:08,IP Address,172.93.164.15,100,482,True,2021-07-26 07:51:09,R_10CLTFgpItLG3DA,,,,,37.3386993408203125,-121.8914031982421875,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/c8eae761c8000000,0,0,11.777,0,Male,,35-44,Prefer not to answer,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"5
Very enjoyable",9.218,9.218,45.786,1,3.118,45.865,45.786,4,1.21,51.008,51.029,4,0,0,8.882,0,3.375,45.015,45.03,2,7.576,13.351,14.279,3,5,5,2.2,20.265,20.291,2,3.663,5.81,6.987,2,5,5,2.166,19.189,19.211,2,4.15,5.893,7.014,2,5,5,3.354,28.157,28.178,2,2.486,4.905,6.18,2,5,5,4.77,22.102,22.138,2,2.504,5.259,6.216,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"3
Neutral","5
Very Difficult","5
Very focused","5
A lot of pressure",Frustration from answering puzzles incorrectly,frustrating on incorrect answers,0,0,0,0,0,0,-0.50,0,0.50,0,q~(10-6)*(8+7),q~13-11*(5+6),q~1*2/7-4,q~7-7*(3+2),q~2*3-8+5,3861,A3SH9E1WIPFI5J,p~2-9*(10+10)~10/10*9*2,p~3*7/6-8~3*6*(8-7),2
